F1_CL,F2_CL,F3_CL,F1_CD,F2_CD,F3_CD
0,0,0,87,79,63
0,0,0,83,79,55
0,0,0,73,71,52
0,0,0,40,80,69
0,0,0,23,90,83
0,0,0,45,74,66
0,66,0,64,81,60
0,28,0,81,82,50
0,35,0,76,83,62
0,0,0,88,72,48
0,0,0,90,56,69
0,3,0,70,65,42
0,15,0,85,82,41
0,0,0,77,68,42
0,0,0,94,67,62
0,0,0,89,74,56
0,0,0,65,42,74
0,0,0,78,61,60
0,0,0,61,56,75
0,0,0,69,45,72
0,0,0,67,50,54
0,3,0,67,33,36
0,54,0,87,53,51
0,21,0,83,70,66
0,0,0,81,81,73
0,0,0,82,84,58
0,22,0,71,49,92
0,16,0,88,57,72
0,42,0,70,81,66
0,36,0,88,87,64
0,80,0,95,84,89
0,78,0,82,78,64
0,4,0,86,81,29
0,0,0,91,67,40
0,0,0,82,82,57
0,0,0,80,87,57
0,0,0,64,82,60
0,6,0,91,93,66
0,0,0,77,76,68
0,0,0,83,75,73
0,0,0,61,81,80
0,7,0,73,70,58
0,0,0,86,78,72
0,0,0,84,75,55
0,0,0,84,61,44
0,0,0,93,88,37
0,0,0,84,64,71
0,0,0,87,86,62
0,0,0,91,64,64
0,0,0,90,83,69
0,0,0,88,50,77
0,0,0,85,28,51
0,0,0,82,58,42
0,0,0,82,75,0
0,0,0,92,76,22
0,0,0,81,43,11
0,0,0,83,60,5
0,0,0,85,79,55
0,0,0,82,54,49
0,0,0,9,83,48
0,0,0,36,77,22
0,0,0,45,73,0
0,0,0,81,71,0
8,0,0,86,85,36
3,0,0,83,89,69
0,0,0,76,83,80
0,0,0,92,29,78
0,0,0,82,25,71
0,0,0,94,44,69
0,0,0,75,7,81
0,0,0,50,68,76
0,0,0,42,64,70
0,0,0,17,69,67
0,0,0,39,39,63
0,0,0,28,33,80
0,0,0,50,4,75
0,0,0,37,33,80
0,0,0,15,43,50
0,0,0,1,50,51
0,0,0,49,0,64
0,0,0,41,11,55
0,0,0,75,52,49
0,0,0,92,57,77
0,0,0,82,77,63
0,0,0,90,66,72
0,0,0,82,72,66
0,0,0,84,81,77
0,0,0,83,71,69
0,0,0,84,78,62
0,0,0,86,67,75
0,0,0,86,52,67
0,0,0,89,74,68
0,0,0,72,69,79
0,0,0,69,70,71
0,0,0,73,71,69
0,0,0,80,67,80
0,0,0,85,84,71
0,0,0,89,83,72
0,0,0,94,89,90
0,0,0,89,87,77
0,0,0,81,90,91
0,0,0,49,69,79
0,0,0,76,83,88
0,0,0,92,86,83
0,0,0,81,86,82
0,0,0,83,78,58
0,0,0,90,90,77
0,0,0,92,76,70
0,0,0,82,85,76
0,0,0,82,71,70
0,0,0,91,68,82
0,0,0,83,85,70
0,0,0,79,78,84
0,0,0,51,90,85
0,0,0,52,76,84
0,0,0,82,78,85
0,0,0,89,72,83
0,0,0,79,82,54
0,0,0,92,74,64
0,0,0,82,59,79
0,0,0,68,46,65
0,0,0,62,71,72
0,0,0,78,90,67
0,0,0,85,72,68
0,0,0,73,75,85
0,0,0,83,85,50
0,0,0,91,70,37
0,0,0,89,78,62
0,0,0,87,33,3
0,0,0,68,65,0
0,0,0,85,48,54
0,0,0,86,83,43
0,0,0,86,88,73
0,0,0,81,81,56
0,0,0,82,85,47
0,0,0,88,80,69
0,0,0,54,74,55
0,0,0,56,73,65
0,0,0,45,63,46
0,0,0,32,47,68
0,0,0,39,55,53
0,0,0,85,65,30
0,0,0,82,36,70
0,0,0,59,47,78
0,0,0,86,67,67
0,0,0,84,77,67
0,0,0,69,65,67
0,0,0,54,67,50
0,0,0,80,74,71
0,0,0,79,71,65
0,44,0,68,64,47
0,32,0,27,58,63
0,19,0,58,80,51
0,31,0,73,79,64
0,12,0,69,77,41
0,20,0,69,64,43
0,0,0,61,0,0
0,0,0,0,45,48
0,0,0,39,39,71
0,18,0,27,60,53
0,12,0,61,84,43
0,17,0,8,81,77
0,8,0,37,69,62
0,4,0,48,53,58
0,0,0,37,30,59
0,0,0,67,0,73
0,0,0,65,0,55
0,0,0,76,0,63
0,0,0,89,10,50
0,17,0,67,0,47
0,0,0,83,0,62
0,2,0,82,0,42
0,17,0,66,12,51
0,4,0,78,59,41
0,0,0,84,77,31
0,16,0,67,64,26
0,3,0,60,78,30
0,0,0,37,88,40
0,0,0,58,91,56
0,0,0,75,79,62
0,0,0,62,79,64
0,0,0,38,82,74
0,15,0,14,84,59
0,0,0,49,74,55
0,20,0,28,53,81
0,48,0,48,78,79
0,28,0,47,72,69
0,26,0,21,70,71
0,39,0,59,87,77
0,81,0,81,86,58
0,7,0,90,88,75
0,21,0,65,68,74
0,30,0,80,67,66
0,78,0,34,72,75
0,52,0,51,4,63
0,20,0,48,27,51
0,0,0,79,47,63
0,4,0,24,56,62
0,0,0,71,64,41
0,0,0,83,29,29
0,58,0,92,11,53
0,74,0,83,34,55
0,19,0,67,18,64
0,67,0,89,27,33
0,22,0,87,11,37
0,0,0,91,64,64
0,0,0,92,54,58
0,3,0,88,64,76
0,4,0,89,47,82
0,24,0,90,61,72
0,52,0,67,62,67
0,45,0,89,81,75
0,18,0,82,71,64
0,0,0,94,75,73
0,19,0,82,70,64
0,0,0,83,74,73
0,56,0,87,69,55
0,19,0,89,57,66
0,0,0,88,17,67
0,5,0,30,36,81
0,29,0,0,32,64
0,50,0,23,40,67
0,52,0,81,49,49
0,35,0,79,78,62
0,30,0,77,78,67
0,12,0,62,38,80
0,34,0,71,75,89
0,6,0,69,89,75
0,14,0,55,51,64
0,36,0,51,65,58
0,17,0,83,70,47
0,63,0,76,60,70
0,64,0,85,79,46
0,46,14,68,69,43
0,55,0,82,78,47
0,56,0,83,65,77
0,68,0,89,77,60
0,37,0,86,64,70
0,0,0,83,67,76
0,10,0,91,56,83
0,32,0,91,72,72
0,65,0,86,63,59
0,44,0,46,70,64
0,72,0,0,31,64
0,68,0,10,0,62
0,42,0,0,33,65
0,6,0,2,56,61
0,0,0,37,67,80
0,0,0,64,81,58
0,4,0,17,59,87
0,9,0,51,52,78
0,30,0,30,54,87
0,65,0,45,37,79
0,34,0,41,66,66
0,0,0,74,40,74
0,0,0,48,7,74
0,52,0,27,0,70
0,49,0,41,0,73
0,71,0,65,0,67
0,58,0,61,0,72
0,44,0,74,0,59
0,27,0,34,0,58
0,5,0,21,13,54
0,47,0,23,0,67
0,60,0,23,0,64
0,48,0,17,0,58
0,67,0,10,0,26
0,32,0,10,9,1
0,65,0,19,30,23
0,0,0,0,79,0
0,0,0,0,74,20
0,1,0,0,80,0
0,11,0,0,85,0
0,27,0,0,60,24
0,53,0,0,60,75
0,15,0,6,68,56
0,0,0,10,39,53
0,0,0,32,0,51
0,0,0,68,0,50
0,0,0,34,0,50
0,0,0,9,0,48
0,0,0,0,56,43
0,0,0,16,69,69
0,54,0,0,36,76
0,70,0,1,62,61
0,19,0,0,15,68
0,16,0,0,21,65
0,39,0,3,91,27
0,44,0,0,65,0
0,22,0,0,72,0
0,0,0,0,75,0
0,0,0,0,68,0
0,55,0,0,60,13
0,30,0,0,61,2
0,29,0,2,80,0
0,16,6,0,65,57
0,0,30,0,64,59
0,0,0,4,74,62
0,0,0,44,81,33
0,0,0,63,63,0
0,0,0,66,28,28
0,0,0,82,34,41
0,0,0,81,28,7
0,0,0,79,32,0
0,0,0,65,53,0
0,0,0,18,51,26
0,0,0,26,64,46
0,0,0,27,0,18
0,0,0,18,23,20
0,0,0,42,29,0
0,0,0,74,69,0
0,0,0,53,55,45
0,0,0,24,66,63
0,0,0,0,49,76
0,0,0,0,29,77
0,0,0,4,46,74
0,0,0,53,74,61
0,0,0,76,74,12
0,0,0,34,78,73
0,0,0,44,14,64
0,0,0,0,68,74
0,0,0,0,71,80
0,0,0,0,52,47
0,0,0,0,37,84
0,0,0,0,71,73
0,0,0,0,17,66
0,0,0,5,0,60
0,0,0,6,23,53
0,0,0,0,21,25
0,0,0,12,0,68
0,0,0,77,39,77
0,0,0,82,80,75
0,0,0,40,39,78
0,0,0,5,0,72
0,0,0,38,7,75
0,0,0,25,32,81
0,0,0,66,43,85
0,0,0,87,52,79
0,0,0,79,27,84
0,0,0,75,0,76
0,0,0,81,0,92
0,0,0,51,19,63
0,0,0,89,51,81
0,0,0,84,70,79
0,0,0,84,4,83
0,0,2,64,7,82
0,0,25,72,36,77
0,0,0,74,67,62
0,0,0,93,0,64
42,0,0,79,0,86
37,0,0,81,0,81
0,0,0,90,0,76
0,0,0,77,0,77
0,0,0,80,9,83
1,0,0,78,75,61
59,0,0,88,74,73
0,0,0,82,72,51
8,0,0,83,76,70
6,0,0,89,79,34
0,0,0,84,69,32
0,0,0,78,69,10
0,0,0,68,74,0
0,0,0,9,52,49
0,0,0,50,0,18
0,0,0,60,0,30
0,0,0,73,0,63
0,0,0,53,0,74
0,0,0,74,0,75
0,0,0,65,0,76
0,0,0,75,0,68
0,0,5,85,41,71
0,0,18,83,71,73
0,0,9,73,69,55
0,0,0,80,73,73
0,0,14,91,58,56
0,0,12,93,59,48
0,0,5,84,68,85
0,0,0,80,51,71
0,0,0,86,45,64
0,0,0,82,21,54
0,0,0,85,39,77
0,0,0,81,60,80
0,0,0,75,37,86
0,0,0,90,60,79
0,0,3,92,39,84
0,0,0,93,52,83
41,0,0,82,59,60
32,0,4,85,75,71
22,0,0,84,66,63
32,0,0,87,61,69
13,0,0,17,36,69
0,0,0,0,41,56
10,0,2,0,30,44
0,0,13,30,49,57
12,0,0,16,74,47
8,0,0,0,30,72
48,0,0,47,60,44
4,0,0,43,73,53
0,0,35,21,58,57
0,0,39,0,44,76
0,0,31,5,35,76
0,0,9,55,18,71
0,0,4,42,25,43
0,0,31,67,61,19
0,0,54,49,44,47
0,0,11,35,26,73
0,0,26,50,67,45
0,0,47,62,50,33
0,0,59,55,42,54
0,0,27,42,8,56
0,0,0,72,0,61
9,0,0,42,0,49
30,0,0,49,0,45
0,0,0,75,52,68
14,0,0,62,83,53
6,0,0,40,71,42
0,0,15,75,75,53
0,0,74,75,71,47
0,0,70,61,63,48
0,0,67,73,66,8
0,0,30,32,37,0
0,0,0,61,48,10
0,0,0,80,40,68
0,0,4,85,70,65
0,0,36,89,72,60
0,0,16,82,61,30
0,0,0,88,64,67
0,0,0,90,72,30
2,0,0,86,84,31
0,0,0,79,31,66
0,0,0,94,84,53
13,0,0,39,85,15
0,0,0,10,54,32
16,0,0,9,64,36
18,0,0,3,71,50
19,0,0,12,50,77
5,0,0,29,17,62
41,0,0,62,15,39
7,0,0,69,33,57
0,0,5,45,39,83
72,0,0,16,74,68
52,0,0,0,90,73
60,0,3,0,66,70
70,0,4,0,40,58
33,0,27,0,46,64
66,0,11,45,45,68
57,0,12,30,62,59
0,0,24,38,79,82
57,0,11,45,43,47
10,0,11,67,37,73
6,0,0,56,12,61
0,0,19,55,0,78
0,0,19,62,11,63
26,0,27,91,0,50
26,0,40,72,0,54
22,0,43,47,25,70
0,0,45,76,16,66
0,0,54,49,55,58
0,0,22,25,34,64
0,0,0,11,61,72
0,0,61,26,55,15
0,0,0,27,50,50
0,0,35,24,1,59
0,0,16,71,0,60
0,0,28,80,0,68
0,0,0,76,0,65
0,0,0,28,0,71
0,0,0,5,18,79
0,0,3,39,10,72
0,0,0,15,62,67
0,0,0,54,55,65
0,0,31,77,2,64
0,0,0,91,25,64
0,0,25,36,54,65
0,0,41,73,70,74
0,0,20,63,62,80
0,0,14,41,44,51
0,0,10,30,0,77
0,0,0,38,0,64
0,0,0,59,9,69
0,0,0,87,71,64
0,0,0,51,44,64
0,0,7,4,62,69
0,0,45,31,72,54
0,0,27,0,63,34
0,0,36,0,43,67
0,0,0,0,8,68
0,0,26,0,0,47
0,0,8,0,0,66
0,0,0,5,0,51
0,0,0,0,0,76
0,0,0,0,0,62
0,0,0,0,0,37
0,0,0,0,0,14
0,0,0,0,0,0
0,68,0,0,23,0
0,55,0,11,39,0
0,21,0,9,37,0
0,76,0,0,54,0
0,79,0,0,2,0
0,83,0,0,0,0
0,69,0,0,0,0
0,71,0,0,3,0
0,67,0,40,43,0
0,45,0,17,5,0
0,9,0,37,0,45
0,78,38,56,50,23
0,62,2,38,75,45
0,48,22,48,80,19
0,68,0,33,42,9
0,50,0,50,56,5
0,69,0,35,27,3
0,66,0,39,0,42
0,63,0,76,0,20
0,23,0,58,0,45
0,65,0,30,0,68
0,65,0,0,0,39
0,66,0,0,0,63
0,73,0,0,0,73
0,78,0,10,0,84
0,59,20,0,0,35
0,42,69,46,0,60
0,58,64,68,0,41
0,70,40,52,0,62
0,70,43,49,0,49
0,89,28,63,0,64
0,79,16,32,0,71
0,75,48,49,0,44
0,83,6,9,0,3
0,70,0,73,0,48
0,54,0,0,18,55
0,19,0,30,0,71
0,13,0,54,0,55
0,54,0,56,53,82
0,42,0,42,72,68
0,72,0,53,68,74
0,77,2,56,68,58
0,73,31,56,1,77
0,35,32,76,10,38
0,70,0,74,73,51
0,43,29,50,73,54
0,77,22,75,50,64
0,73,0,60,20,41
0,78,0,83,0,50
0,68,0,78,48,43
0,74,0,81,70,51
0,86,0,89,57,6
0,64,0,77,42,0
0,29,0,86,8,16
0,63,0,80,0,53
0,67,0,86,0,66
0,25,0,86,0,61
0,77,19,68,0,57
0,79,40,65,0,70
0,89,14,73,77,40
0,70,43,68,17,59
0,46,52,64,38,56
0,79,30,86,35,41
0,21,60,82,29,55
0,84,59,66,51,63
0,86,63,89,25,78
0,62,44,44,36,60
0,76,37,70,10,42
0,82,0,13,20,61
0,66,49,0,30,53
0,75,39,0,46,18
0,59,51,0,61,42
0,72,52,0,62,59
0,73,4,0,0,68
0,49,24,8,0,42
0,44,8,0,0,63
0,30,35,0,19,51
0,36,0,0,19,50
0,17,23,0,0,66
0,38,0,0,0,72
0,16,0,0,0,57
0,22,0,0,0,61
0,55,0,0,0,40
0,70,0,0,0,55
0,35,0,0,0,57
0,52,0,0,0,70
0,61,0,0,0,63
0,19,0,0,0,79
0,59,0,0,0,61
0,33,0,0,0,65
0,58,0,0,0,70
0,69,0,0,0,60
0,3,0,0,0,70
0,60,0,0,0,68
0,59,0,0,0,85
0,59,0,0,0,70
0,77,0,0,0,52
0,71,0,0,0,57
0,48,0,0,0,20
0,66,0,0,0,0
0,47,0,0,0,0
0,68,0,0,0,0
0,76,0,0,0,0
0,75,0,0,0,0
0,62,0,0,0,0
0,61,0,0,0,0
0,53,0,0,0,9
21,69,0,0,0,79
16,26,0,0,0,63
4,62,0,0,0,69
0,49,0,0,0,23
0,71,0,0,0,38
0,69,0,0,0,64
31,55,0,0,0,70
47,58,0,0,0,54
17,28,0,0,0,53
0,75,0,0,14,78
0,59,0,0,0,60
3,67,0,0,0,55
5,21,0,0,0,56
39,89,0,0,0,40
48,78,0,0,0,52
0,39,0,13,0,55
23,46,0,32,0,52
4,47,0,0,0,62
47,0,0,0,0,70
0,31,0,0,0,47
0,73,0,0,0,81
0,40,0,0,0,67
0,76,0,0,0,24
14,67,0,0,0,29
0,78,0,0,0,4
0,78,0,0,0,69
39,68,0,0,0,87
56,20,0,0,0,82
63,63,0,0,0,79
40,46,0,0,0,61
43,32,0,22,0,44
42,76,0,0,0,14
23,75,0,26,0,25
56,61,0,19,0,75
35,78,0,0,0,57
30,90,0,49,0,49
54,77,0,67,0,9
30,81,0,58,0,0
26,83,0,69,0,15
62,57,0,88,0,0
51,62,0,78,0,0
0,84,0,51,0,2
23,83,0,22,0,64
46,78,0,61,0,32
38,64,0,40,0,0
3,51,0,34,0,0
35,41,0,0,0,61
79,56,0,7,0,29
58,68,0,33,0,63
80,76,0,28,0,54
25,73,0,49,0,47
71,46,0,75,0,31
43,54,0,75,0,47
63,56,0,12,0,49
41,51,0,0,0,64
0,65,0,0,0,49
0,61,0,0,0,37
0,60,0,1,0,37
0,75,0,0,0,60
0,72,0,0,0,56
0,46,0,0,0,64
36,35,0,0,0,75
32,17,0,33,0,80
3,0,0,29,0,57
0,0,0,0,0,57
0,0,0,0,0,72
0,0,0,0,0,77
6,0,0,5,0,74
0,0,0,39,0,57
2,0,0,49,0,33
5,55,0,40,0,24
0,25,0,42,0,34
0,39,0,27,0,31
0,36,0,0,0,37
7,17,0,31,0,6
0,0,0,0,0,0
0,39,0,31,0,0
0,70,0,63,0,0
0,76,0,17,0,0
0,49,0,0,0,0
0,81,0,0,0,0
0,82,0,0,0,17
0,59,0,0,0,0
0,66,0,0,0,0
0,48,0,0,0,10
0,48,0,0,0,70
13,60,0,0,0,62
20,40,0,0,0,70
0,79,0,0,0,62
20,67,0,0,0,62
0,47,0,0,0,39
0,0,0,0,0,52
0,0,0,2,0,52
0,0,0,34,0,76
0,0,0,47,0,37
0,0,0,31,0,59
0,0,0,53,0,64
0,0,0,31,0,65
0,0,0,9,0,33
0,0,0,0,0,53
0,0,0,8,0,46
0,0,0,0,0,47
0,0,0,26,0,26
0,0,0,28,0,67
0,0,0,0,0,55
0,0,0,45,0,46
0,0,0,56,0,70
0,0,0,69,0,69
0,44,0,84,0,68
0,63,0,71,0,54
0,62,0,0,0,58
0,70,0,0,0,50
0,53,0,0,0,6
0,57,0,0,0,17
0,69,0,0,0,64
0,56,0,0,0,43
4,74,0,0,0,63
38,79,0,0,0,59
33,83,0,0,0,64
83,64,0,0,0,53
24,2,0,0,0,62
0,0,0,0,0,78
0,0,0,0,0,59
0,0,0,0,0,42
0,28,0,0,0,68
0,63,0,0,0,59
0,51,0,0,0,72
0,59,0,0,0,68
0,12,0,0,0,56
0,0,0,0,0,52
0,0,0,0,0,83
4,0,0,0,0,66
38,0,0,0,0,44
45,0,0,0,0,69
78,0,0,0,0,66
20,0,0,0,0,68
0,0,0,0,0,76
0,0,0,0,0,51
0,0,0,0,0,59
0,0,0,0,0,82
0,0,0,0,0,53
0,0,0,0,0,57
0,0,0,0,0,42
0,0,0,0,0,18
0,59,0,0,0,67
0,48,0,0,0,59
0,35,0,0,0,32
0,76,0,0,0,0
0,71,0,0,0,0
0,51,0,0,0,0
0,39,0,0,0,25
0,34,0,0,0,69
0,84,0,0,0,51
0,26,12,0,0,3
0,60,0,0,0,0
0,68,0,0,0,0
0,33,0,0,0,0
0,67,0,0,0,9
0,37,0,0,0,54
0,41,0,0,0,6
0,17,0,0,0,35
0,0,0,0,0,29
0,0,0,0,0,33
0,0,0,0,0,58
0,0,0,0,0,73
0,55,0,0,0,49
0,1,0,0,0,37
0,0,0,0,0,63
0,0,0,0,0,74
0,10,0,0,0,22
0,22,0,0,0,52
0,26,0,0,0,5
0,79,0,0,0,40
0,60,0,0,0,39
0,43,0,0,0,62
0,11,0,0,0,62
0,14,0,0,0,64
0,0,0,0,0,67
35,0,0,0,0,73
2,0,0,0,0,29
11,0,0,0,0,26
0,0,0,0,0,59
0,0,0,0,0,78
0,0,0,0,0,49
29,0,0,0,0,50
44,0,0,0,0,69
42,0,0,0,0,41
27,0,0,0,0,25
0,6,0,0,0,12
0,3,0,0,0,58
0,5,0,0,0,69
0,0,0,0,0,0
0,0,0,0,0,12
19,0,0,0,0,0
17,0,0,0,0,3
8,0,0,0,0,27
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,27
0,0,0,0,0,34
0,0,0,0,0,0
0,0,0,0,0,30
8,0,0,0,0,71
10,0,0,0,0,30
0,0,0,0,0,24
0,0,0,0,0,24
0,0,0,0,0,49
0,0,0,0,0,12
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,18
0,0,0,0,0,24
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
6,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,22,0,0,0
0,0,0,0,0,0
0,0,0,0,0,34
0,0,0,0,0,11
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,48
7,0,0,0,0,63
18,0,0,0,0,28
45,0,0,0,0,42
33,0,0,0,0,38
44,0,0,0,0,76
42,0,0,0,0,54
83,0,0,0,0,56
49,0,0,0,0,62
0,0,0,0,0,56
23,0,0,0,0,67
50,0,0,0,0,44
68,0,0,0,0,79
21,0,0,0,0,56
0,0,0,0,0,72
42,0,0,0,0,35
71,0,0,16,0,0
75,0,0,0,0,0
88,0,0,0,0,0
20,0,0,0,0,0
0,0,0,0,0,46
13,0,0,0,0,63
9,0,0,0,0,47
0,0,0,0,0,65
51,0,0,0,0,79
53,0,0,0,0,36
46,0,0,0,0,30
73,0,11,0,0,0
65,0,0,0,0,0
4,0,0,0,0,0
0,0,0,0,0,0
6,0,0,0,0,0
17,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,43
0,0,0,0,0,69
0,0,0,0,0,52
0,0,0,0,0,74
0,0,0,0,0,65
0,0,0,0,0,52
0,0,0,0,0,68
0,0,0,0,0,59
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,14
0,0,0,0,0,0
0,0,0,54,0,0
0,0,0,8,0,0
0,0,0,0,0,0
0,0,0,3,0,0
0,0,0,72,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,15,0,0
0,0,0,57,0,0
0,0,0,19,0,0
0,0,0,25,0,0
0,0,0,70,0,0
0,0,0,2,0,0
0,0,0,15,0,0
0,0,0,14,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,55,0,0
0,0,0,51,0,0
0,0,0,0,0,0
0,0,15,60,0,0
0,0,22,85,0,0
0,0,87,32,0,0
0,0,70,8,0,0
0,0,65,0,0,0
0,0,8,57,0,0
0,0,31,20,0,5
0,0,18,93,0,66
0,0,34,84,0,40
0,0,90,79,0,43
0,0,87,81,0,38
0,0,93,90,0,32
0,0,82,87,0,61
0,0,86,86,0,57
0,0,87,87,0,63
0,0,68,84,0,9
0,0,38,87,0,22
0,0,22,54,0,56
0,0,0,0,0,55
0,0,0,0,0,57
0,0,20,0,0,77
0,0,85,0,0,61
0,0,54,0,0,39
0,0,76,0,0,53
0,0,39,0,0,52
0,0,67,0,0,25
0,0,81,0,0,14
0,0,73,0,0,0
0,0,32,0,0,5
0,0,11,0,0,11
0,0,70,0,0,12
0,0,3,0,0,0
0,0,2,0,0,0
0,0,76,0,0,0
0,0,40,0,0,0
0,0,3,0,0,0
0,0,13,0,0,0
0,0,58,0,0,0
0,0,62,0,0,0
0,0,46,0,0,0
0,0,8,0,0,0
0,0,0,0,0,0
0,0,32,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,39,0,0,0
0,0,55,0,0,0
0,0,84,0,0,0
0,0,50,0,0,0
0,0,0,0,0,0
0,0,19,0,0,0
0,0,10,0,0,0
0,0,0,0,0,0
0,0,49,0,0,0
0,0,53,0,0,0
0,0,57,0,0,0
0,0,9,0,0,0
0,0,0,0,0,0
0,0,3,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,23,0,0,0
5,0,75,0,0,0
0,0,59,0,0,0
0,0,35,0,0,0
0,0,58,0,0,0
0,0,77,0,0,0
0,0,20,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
5,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,45,0,0,0,0
0,8,0,0,0,0
0,56,0,0,41,0
0,57,0,0,2,0
0,0,0,0,0,0
0,6,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,19,0
12,0,0,0,74,0
20,0,0,0,30,0
0,0,0,0,72,0
23,0,0,0,67,0
0,0,0,0,56,0
0,0,0,0,5,0
0,0,0,0,8,0
20,0,0,0,3,0
4,0,0,0,0,0
0,0,0,0,13,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,31,0
0,0,0,0,63,0
0,0,0,0,0,0
0,0,0,0,46,0
0,0,0,0,51,0
0,0,0,0,34,0
0,0,0,0,54,0
0,0,0,0,64,0
0,0,0,0,67,0
0,0,0,0,50,0
0,0,0,0,49,0
0,0,0,0,0,13
0,17,0,0,29,0
0,42,0,0,36,0
0,3,0,0,91,0
0,0,0,0,33,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,59,0
0,0,0,0,44,0
0,0,0,0,26,0
0,0,0,0,73,0
0,0,0,0,75,0
0,0,0,0,75,0
0,0,0,0,67,0
0,0,0,0,74,0
0,0,0,0,51,0
0,0,0,0,46,0
0,0,0,0,55,0
0,0,0,0,39,0
0,0,0,0,62,0
0,0,0,0,33,0
0,0,0,0,50,0
0,0,0,0,24,0
0,0,0,0,0,0
0,0,0,0,7,0
0,0,0,0,39,0
0,0,0,0,66,0
9,0,0,0,68,0
58,0,0,0,72,0
11,0,0,0,81,0
0,0,0,0,77,0
0,0,0,0,81,0
28,0,0,0,79,0
2,0,0,0,72,0
0,12,0,0,78,0
15,32,0,0,79,0
58,66,0,0,81,0
13,60,0,0,86,0
0,47,0,0,81,0
0,7,0,0,82,0
10,20,0,0,73,0
0,43,0,0,75,0
0,12,0,0,75,0
0,0,0,0,74,0
0,0,0,0,86,0
0,0,0,0,62,0
0,0,0,0,83,0
0,0,0,0,69,0
0,0,0,0,73,0
34,0,0,0,77,0
70,0,0,0,76,0
58,0,0,0,72,0
77,0,0,0,81,0
32,0,0,0,62,0
0,0,0,0,71,0
0,0,0,0,72,0
0,0,0,0,75,0
0,8,0,0,25,0
