CL_f2_feb,CL_f3_feb,CL_notes_feb,CL_f1_aug,CL_notes_aug,CD_f2_aug,CD_f1_aug,CD_notes_aug,CD_f3_sept,CD_notes_sept
0,0,lights on ,0,lights on ,45,86,lights off,49,lights on
0,0,lights on ,0,lights on ,55,80,lights off,88,lights on
0,0,lights on ,0,lights on ,33,89,lights off,89,lights on
0,0,lights on ,0,lights on ,75,87,lights off,81,lights on
0,0,lights on ,0,lights on ,90,75,lights off,38,lights on
0,0,lights on ,0,lights on ,88,81,lights off,62,lights on
0,0,lights on ,0,lights on ,85,86,lights off,68,lights on
0,0,lights on ,0,lights on ,94,86,lights off,69,lights on
0,0,lights on ,0,lights on ,76,84,lights off,84,lights on
0,0,lights on ,0,lights on ,78,90,lights off,81,lights on
0,0,lights on ,0,lights on ,93,83,lights off,75,lights on
0,0,lights on ,0,lights on ,88,78,lights off,76,lights on
0,0,lights on ,0,lights on ,89,85,lights off,85,lights on
8,0,lights on ,0,lights on ,84,87,lights off,53,lights on
0,0,lights on ,0,lights on ,77,71,lights off,74,lights on
0,0,lights on ,0,lights on ,79,77,lights off,55,lights on
0,0,lights on ,0,lights on ,77,75,lights off,83,lights on
0,0,lights on ,0,lights on ,82,75,lights off,6,lights on
0,0,lights on ,0,lights on ,75,76,lights off,35,lights on
0,0,lights on ,0,lights on ,44,77,lights off,10,lights on
0,0,lights on ,0,lights on ,17,83,lights off,65,lights on
0,0,lights on ,0,lights on ,19,87,lights off,68,lights on
0,0,lights on ,0,lights on ,29,84,lights off,51,lights on
0,0,lights on ,0,lights on ,83,77,lights off,72,lights on
0,0,lights on ,0,lights on ,48,88,lights off,47,lights on
0,0,lights on ,0,lights on ,72,85,lights off,57,lights on
0,0,lights on ,0,lights on ,85,83,lights off,42,lights on
5,0,lights on ,0,lights on ,82,70,lights off,82,lights on
31,0,lights on ,0,lights on ,83,76,lights off,65,lights on
28,0,lights on ,0,lights on ,76,61,lights off,69,lights on
43,0,lights on ,0,lights on ,83,22,lights off,76,lights on
9,0,lights on ,0,lights on ,85,10,lights off,71,lights on
15,0,lights on ,0,lights on ,79,61,lights off,44,lights on
7,0,lights on ,0,lights on ,83,91,lights off,37,lights on
10,0,lights on ,0,lights on ,85,76,lights off,52,lights on
0,0,lights on ,0,lights on ,75,52,lights off,74,lights on
0,0,lights on ,0,lights on ,86,13,lights off,36,lights on
6,0,lights on ,0,lights on ,77,0,lights off,14,lights on
6,0,lights on ,0,lights on ,85,48,lights off,0,lights on
0,0,lights on ,0,lights on ,88,5,lights off,0,lights on
31,0,lights on ,0,lights on ,80,17,lights off,0,lights on
0,0,lights on ,0,lights on ,82,50,lights off,0,lights on
0,0,lights on ,0,lights on ,83,90,lights off,0,lights on
0,0,lights on ,0,lights on ,79,90,lights off,0,lights on
8,0,lights on ,0,lights on ,76,78,lights off,0,lights on
7,0,lights on ,0,lights on ,90,87,lights off,0,lights on
0,0,lights on ,0,lights on ,89,93,lights off,0,lights on
0,0,lights on ,0,lights on ,88,90,lights off,0,lights on
0,0,lights on ,0,lights on ,78,90,lights off,0,lights on
0,0,lights on ,0,lights on ,91,86,lights off,0,lights on
0,0,lights on ,0,lights on ,90,86,lights off,0,lights on
0,0,lights on ,0,lights on ,89,86,lights off,0,lights on
0,0,lights on ,0,lights on ,84,87,lights off,0,lights on
0,0,lights on ,0,lights on ,84,92,lights off,27,lights on
3,0,lights on ,0,lights on ,88,85,lights off,65,lights on
7,0,lights on ,0,lights on ,86,87,lights off,57,lights on
0,0,lights on ,0,lights on ,83,63,lights off,38,lights on
0,0,lights on ,0,lights on ,69,75,lights off,57,lights on
3,0,lights on ,0,lights on ,81,86,lights off,57,lights on
15,0,lights on ,0,lights on ,79,90,lights off,0,lights on
23,0,lights on ,0,lights on ,74,84,lights off,3,lights on
14,0,lights on ,0,lights on ,81,78,lights off,21,lights on
48,0,lights on ,0,lights on ,85,94,lights off,0,lights on
16,0,lights on ,0,lights on ,81,90,lights off,36,lights on
19,0,lights on ,0,lights on ,92,82,lights off,21,lights on
0,0,lights on ,0,lights on ,87,82,lights off,42,lights on
4,0,lights on ,0,lights on ,82,72,lights off,67,lights on
2,0,lights on ,0,lights on ,81,75,lights off,57,lights on
10,0,lights on ,0,lights on ,84,84,lights off,57,lights on
5,0,lights on ,0,lights on ,85,87,lights off,71,lights on
11,0,lights on ,0,lights on ,85,85,lights off,55,lights on
5,0,lights on ,0,lights on ,78,81,lights off,34,lights on
0,0,lights on ,0,lights on ,82,26,lights off,74,lights on
14,0,lights on ,0,lights on ,38,6,lights off,50,lights on
0,0,lights on ,0,lights on ,7,0,lights off,79,lights on
0,6,lights on ,0,lights on ,14,0,lights off,75,lights on
0,2,lights on ,0,lights on ,45,13,lights off,51,lights on
0,0,lights on ,0,lights on ,54,41,lights off,32,lights on
0,0,lights on ,0,lights on ,0,64,lights off,41,lights on
0,0,lights on ,0,lights on ,46,67,lights off,55,lights on
0,0,lights on ,0,lights on ,70,83,lights off,25,lights on
0,0,lights on ,0,lights on ,76,90,lights off,38,lights on
0,0,lights on ,0,lights on ,78,85,lights off,68,lights on
0,0,lights on ,0,lights on ,87,84,lights off,43,lights on
0,0,lights on ,0,lights on ,88,71,lights off,47,lights on
0,0,lights on ,0,lights on ,83,91,lights off,57,lights on
0,0,lights on ,0,lights on ,84,96,lights off,60,lights on
0,0,lights on ,0,lights on ,76,65,lights off,20,lights on
0,0,lights on ,0,lights on ,83,19,lights off,44,lights on
0,0,lights on ,0,lights on ,79,0,lights off,0,lights on
0,0,lights on ,0,lights on ,82,0,lights off,28,lights on
0,0,lights on ,0,lights on ,81,45,lights off,76,lights on
0,0,lights on ,0,lights on ,86,28,lights off,37,lights on
0,0,lights on ,0,lights on ,76,38,lights off,0,lights on
0,0,lights on ,0,lights on ,84,0,lights off,0,lights on
0,0,lights on ,0,lights on ,76,0,lights off,0,lights on
0,0,lights on ,0,lights on ,50,16,lights off,12,lights on
0,0,lights on ,0,lights on ,28,0,lights off,72,lights on
0,0,lights on ,0,lights on ,64,0,lights off,51,lights on
0,0,lights on ,0,lights on ,77,0,lights off,29,lights on
0,0,lights on ,0,lights on ,90,0,lights off,60,lights on
0,0,lights on ,0,lights on ,73,13,lights off,59,lights on
0,0,lights on ,0,lights on ,77,66,lights off,48,lights on
0,0,lights on ,0,lights on ,86,67,lights off,59,lights on
0,0,lights on ,0,lights on ,78,76,lights off,49,lights on
0,0,lights on ,0,lights on ,83,81,lights off,66,lights on
0,0,lights on ,0,lights on ,91,77,lights off,75,lights on
0,0,lights on ,0,lights on ,79,64,lights off,0,lights on
0,0,lights on ,0,lights on ,90,86,lights off,33,lights on
0,0,lights on ,0,lights on ,75,89,lights off,48,lights on
0,0,lights on ,0,lights on ,76,91,lights off,0,lights on
0,0,lights on ,0,lights on ,79,90,lights off,0,lights on
0,0,lights on ,0,lights on ,88,91,lights off,62,lights on
0,0,lights on ,0,lights on ,76,61,lights off,18,lights on
0,0,lights on ,0,lights on ,84,7,lights off,4,lights on
0,0,lights on ,0,lights on ,81,37,lights off,50,lights on
0,0,lights on ,0,lights on ,73,93,lights off,0,lights on
0,0,lights on ,0,lights on ,64,76,lights off,0,lights on
0,0,lights on ,0,lights on ,57,83,lights off,0,lights on
0,0,lights on ,0,lights on ,55,88,lights off,0,lights on
0,0,lights on ,0,lights on ,85,88,lights off,0,lights on
0,0,lights on ,0,lights on ,84,93,lights off,0,lights on
0,0,lights on ,0,lights on ,89,63,lights off,0,lights on
0,0,lights on ,0,lights on ,77,81,lights off,0,lights on
0,0,lights on ,0,lights on ,87,82,lights off,0,lights on
0,0,lights on ,0,lights on ,80,86,lights off,0,lights on
0,0,lights on ,0,lights on ,85,77,lights off,33,lights on
0,0,lights on ,0,lights on ,82,84,lights off,71,lights on
0,0,lights on ,0,lights on ,84,29,lights off,42,lights on
0,0,lights on ,0,lights on ,78,40,lights off,34,lights on
0,0,lights on ,0,lights on ,83,81,lights off,38,lights on
0,0,lights on ,0,lights on ,86,77,lights off,42,lights on
0,0,lights on ,0,lights on ,88,57,lights off,43,lights on
0,0,lights on ,0,lights on ,88,85,lights off,52,lights on
0,0,lights on ,0,lights on ,81,78,lights off,48,lights on
0,0,lights on ,0,lights on ,85,84,lights off,67,lights on
0,0,lights on ,0,lights on ,73,87,lights off,64,lights on
0,0,lights on ,0,lights on ,81,86,lights off,32,lights on
0,0,lights on ,0,lights on ,81,64,lights off,8,lights on
0,0,lights on ,0,lights on ,80,60,lights off,0,lights on
0,0,lights on ,0,lights on ,80,91,lights off,0,lights on
0,0,lights on ,0,lights on ,87,81,lights off,0,lights on
0,0,lights on ,0,lights on ,85,89,lights off,0,lights on
0,0,lights on ,0,lights on ,44,76,lights off,36,lights on
0,0,lights on ,0,lights on ,35,67,lights off,52,lights on
0,0,lights on ,0,lights on ,21,67,lights off,57,lights on
0,0,lights on ,0,lights on ,12,77,lights off,65,lights on
0,0,lights on ,0,lights on ,67,78,lights off,2,lights on
0,0,lights on ,0,lights on ,76,89,lights off,0,lights on
0,0,lights on ,0,lights on ,85,91,lights off,0,lights on
0,0,lights on ,0,lights on ,70,88,lights off,0,lights on
0,0,lights on ,0,lights on ,68,81,lights off,0,lights on
0,0,lights on ,0,lights on ,7,88,lights off,0,lights on
0,15,lights on ,0,lights on ,51,89,lights off,0,lights on
0,0,lights on ,0,lights on ,27,90,lights off,0,lights on
0,0,lights on ,0,lights on ,10,87,lights off,0,lights on
0,0,lights on ,0,lights on ,24,88,lights off,0,lights on
0,0,lights on ,0,lights on ,56,81,lights off,0,lights on
0,0,lights on ,0,lights on ,32,87,lights off,0,lights on
0,0,lights on ,0,lights on ,56,78,lights off,0,lights on
0,0,lights on ,0,lights on ,65,87,lights off,0,lights on
0,0,lights on ,0,lights on ,11,85,lights off,0,lights on
0,0,lights on ,0,lights on ,0,90,lights off,0,lights on
0,0,lights on ,0,lights on ,5,92,lights off,0,lights on
0,0,lights on ,0,lights on ,6,90,lights off,0,lights on
0,0,lights on ,0,lights on ,76,86,lights off,0,lights on
0,0,lights on ,0,lights on ,53,76,lights off,0,lights on
0,0,lights on ,0,lights on ,56,92,lights off,0,lights on
0,0,lights on ,0,lights on ,79,86,lights off,0,lights on
0,0,lights on ,0,lights on ,86,85,lights off,0,lights on
0,0,lights on ,0,lights on ,71,81,lights off,0,lights on
0,0,lights on ,0,lights on ,85,86,lights off,0,lights on
0,0,lights on ,0,lights on ,59,80,lights off,0,lights on
0,0,lights on ,0,lights on ,66,87,lights off,0,lights on
0,0,lights on ,0,lights on ,81,80,lights off,0,lights on
0,0,lights on ,0,lights on ,80,75,lights off,0,lights on
0,0,lights on ,0,lights on ,84,82,lights off,0,lights on
0,0,lights on ,0,lights on ,83,76,lights off,0,lights on
0,0,lights on ,0,lights on ,79,92,lights off,0,lights on
0,0,lights on ,0,lights on ,71,94,lights off,0,lights on
0,0,lights on ,0,lights on ,56,90,lights off,0,lights on
0,0,lights on ,0,lights on ,65,84,lights off,0,lights on
0,0,lights on ,0,lights on ,84,90,lights off,0,lights on
0,0,lights on ,0,lights on ,88,88,lights off,0,lights on
0,0,lights on ,0,lights on ,82,86,lights off,0,lights on
0,0,lights on ,0,lights on ,89,82,lights off,0,lights on
0,0,lights on ,0,lights on ,81,86,lights off,0,lights on
0,0,lights on ,0,lights on ,84,81,lights off,0,lights on
0,0,lights on ,0,lights on ,74,68,lights off,0,lights on
0,0,lights on ,0,lights on ,79,81,lights off,0,lights on
0,0,lights on ,0,lights on ,85,77,lights off,0,lights on
0,0,lights on ,0,lights on ,75,54,lights off,0,lights on
0,0,lights on ,0,lights on ,83,85,lights off,0,lights on
0,0,lights on ,0,lights on ,87,89,lights off,0,lights on
0,0,lights on ,0,lights on ,47,93,lights off,0,lights on
0,0,lights on ,0,lights on ,68,90,lights off,0,lights on
0,0,lights on ,0,lights on ,76,81,lights off,0,lights on
0,0,lights on ,0,lights on ,85,85,lights off,0,lights on
0,0,lights on ,0,lights on ,87,91,lights off,0,lights on
0,0,lights on ,0,lights on ,67,73,lights off,0,lights on
0,0,lights on ,0,lights on ,62,90,lights off,0,lights on
0,0,lights on ,0,lights on ,25,80,lights off,0,lights on
0,0,lights on ,0,lights on ,9,89,lights off,0,lights on
0,0,lights on ,0,lights on ,5,87,lights off,0,lights on
0,0,lights on ,0,lights on ,66,91,lights off,0,lights on
0,0,lights on ,0,lights on ,78,87,lights off,0,lights on
0,0,lights on ,0,lights on ,86,85,lights off,0,lights on
0,0,lights on ,0,lights on ,91,79,lights off,0,lights on
0,0,lights on ,0,lights on ,82,81,lights off,0,lights on
0,0,lights on ,0,lights on ,54,81,lights off,0,lights on
0,0,lights on ,0,lights on ,75,63,lights off,0,lights on
0,0,lights on ,0,lights on ,85,68,lights off,0,lights on
0,0,lights on ,0,lights on ,69,81,lights off,0,lights on
0,0,lights on ,0,lights on ,62,68,lights off,0,lights on
0,0,lights on ,0,lights on ,72,70,lights off,0,lights on
15,0,lights on ,0,lights on ,75,69,lights off,0,lights on
5,0,lights on ,0,lights on ,81,72,lights off,0,lights on
0,0,lights on ,0,lights on ,88,74,lights off,0,lights on
0,0,lights on ,0,lights on ,83,91,lights off,0,lights on
0,0,lights on ,0,lights on ,83,93,lights off,0,lights on
0,0,lights on ,0,lights on ,82,85,lights off,0,lights on
0,0,lights on ,0,lights on ,88,72,lights off,0,lights on
0,0,lights on ,0,lights on ,76,81,lights off,0,lights on
0,0,lights on ,0,lights on ,86,54,lights off,0,lights on
0,0,lights on ,0,lights on ,84,14,lights off,0,lights on
0,0,lights on ,0,lights on ,53,77,lights off,0,lights on
0,0,lights on ,0,lights on ,40,87,lights off,0,lights on
0,0,lights on ,0,lights on ,41,91,lights off,0,lights on
0,0,lights on ,0,lights on ,56,78,lights off,0,lights on
0,0,lights on ,0,lights on ,44,83,lights off,0,lights on
0,0,lights on ,0,lights on ,78,88,lights off,0,lights on
0,0,lights on ,0,lights on ,77,81,lights off,0,lights on
0,0,lights on ,0,lights on ,67,88,lights off,0,lights on
0,0,lights on ,0,lights on ,80,82,lights off,0,lights on
0,0,lights on ,0,lights on ,91,59,lights off,0,lights on
0,0,lights on ,0,lights on ,48,75,lights off,0,lights on
0,0,lights on ,0,lights on ,82,76,lights off,0,lights on
0,0,lights on ,0,lights on ,89,83,lights off,0,lights on
0,0,lights on ,0,lights on ,86,88,lights off,0,lights on
0,0,lights on ,0,lights on ,85,74,lights off,0,lights on
0,0,lights on ,0,lights on ,75,50,lights off,0,lights on
0,0,lights on ,0,lights on ,79,73,lights off,0,lights on
0,0,lights on ,0,lights on ,90,64,lights off,0,lights on
0,0,lights on ,0,lights on ,88,78,lights off,0,lights on
0,0,lights on ,0,lights on ,87,67,lights off,0,lights on
0,0,lights on ,0,lights on ,71,29,lights off,0,lights on
0,0,lights on ,0,lights on ,80,39,lights off,0,lights on
0,0,lights on ,0,lights on ,36,54,lights off,0,lights on
0,0,lights on ,0,lights on ,46,74,lights off,0,lights on
0,0,lights on ,0,lights on ,49,40,lights off,0,lights on
0,5,lights on ,0,lights on ,3,84,lights off,0,lights on
0,2,lights on ,0,lights on ,5,96,lights off,0,lights on
0,0,lights on ,0,lights on ,47,90,lights off,0,lights on
0,0,lights on ,0,lights on ,33,86,lights off,0,lights on
0,0,lights on ,0,lights on ,36,77,lights off,0,lights on
0,0,lights on ,0,lights on ,59,84,lights off,0,lights on
0,0,lights on ,0,lights on ,74,73,lights off,0,lights on
0,0,lights on ,0,lights on ,53,75,lights off,0,lights on
0,0,lights on ,0,lights on ,83,60,lights off,0,lights on
0,0,lights on ,0,lights on ,81,69,lights off,0,lights on
0,0,lights on ,0,lights on ,51,68,lights off,0,lights on
3,0,lights on ,0,lights on ,61,80,lights off,0,lights on
0,0,lights on ,0,lights on ,64,90,lights off,0,lights on
0,0,lights on ,0,lights on ,28,89,lights off,0,lights on
0,0,lights on ,0,lights on ,29,93,lights off,0,lights on
0,0,lights on ,0,lights on ,60,84,lights off,0,lights on
0,0,lights on ,0,lights on ,35,94,lights off,0,lights on
0,0,lights on ,0,lights on ,69,91,lights off,0,lights on
0,0,lights on ,0,lights on ,86,80,lights off,0,lights on
0,0,lights on ,0,lights on ,84,81,lights off,0,lights on
0,0,lights on ,0,lights on ,89,82,lights off,0,lights on
0,0,lights on ,0,lights on ,84,85,lights off,0,lights on
0,0,lights on ,0,lights on ,79,77,lights off,0,lights on
0,0,lights on ,0,lights on ,5,79,lights off,0,lights on
0,0,lights on ,0,lights on ,9,88,lights off,0,lights on
0,0,lights on ,0,lights on ,29,92,lights off,0,lights on
0,0,lights on ,0,lights on ,72,86,lights off,0,lights on
0,0,lights on ,0,lights on ,39,92,lights off,0,lights on
0,0,lights on ,0,lights on ,35,85,lights off,0,lights on
0,0,lights on ,0,lights on ,72,86,lights off,0,lights on
0,0,lights on ,0,lights on ,40,79,lights off,0,lights on
0,0,lights on ,0,lights on ,4,74,lights off,0,lights on
0,0,lights on ,0,lights on ,8,60,lights off,0,lights on
0,0,lights on ,0,lights on ,31,50,lights off,0,lights on
0,0,lights on ,0,lights on ,80,3,lights off,0,lights on
0,0,lights on ,0,lights on ,80,75,lights off,0,lights on
0,0,lights on ,0,lights on ,81,87,lights off,0,lights on
0,0,lights on ,0,lights on ,72,75,lights off,0,lights on
0,0,lights on ,0,lights on ,57,81,lights off,0,lights on
0,0,lights on ,0,lights on ,26,84,lights off,0,lights on
0,0,lights on ,0,lights on ,20,88,lights off,0,lights on
0,0,lights on ,0,lights on ,36,71,lights off,0,lights on
0,0,lights on ,0,lights on ,45,63,lights off,0,lights on
0,0,lights on ,0,lights on ,42,90,lights off,0,lights on
0,0,lights on ,0,lights on ,66,80,lights off,0,lights on
0,0,lights on ,0,lights on ,17,88,lights off,0,lights on
0,0,lights on ,0,lights on ,13,82,lights off,0,lights on
0,0,lights on ,0,lights on ,0,93,lights off,0,lights on
0,0,lights on ,0,lights on ,47,97,lights off,0,lights on
0,0,lights on ,0,lights on ,29,90,lights off,0,lights on
0,0,lights on ,0,lights on ,36,88,lights off,0,lights on
0,0,lights on ,0,lights on ,1,78,lights off,0,lights on
0,0,lights on ,0,lights on ,5,57,lights off,0,lights on
0,0,lights on ,0,lights on ,64,4,lights off,0,lights on
0,0,lights on ,0,lights on ,78,0,lights off,0,lights on
0,0,lights on ,0,lights on ,61,37,lights off,0,lights on
0,0,lights on ,0,lights on ,72,74,lights off,0,lights on
0,0,lights on ,0,lights on ,53,79,lights off,0,lights on
0,0,lights on ,0,lights on ,47,80,lights off,0,lights on
0,1,lights on ,0,lights on ,70,70,lights off,0,lights on
0,16,lights on ,0,lights on ,35,93,lights off,0,lights on
