CL_f2_feb,CL_f3_feb,CL_notes_feb,CL_f1_aug,CL_notes_aug,CD_f2_aug,CD_f1_aug,CD_notes_aug,CD_f3_sept,CD_notes_sept
0,22,lights on,0,lights on,0,44,lights on,65,lights off
0,2,lights on,0,lights on,0,0,lights on,44,lights off
0,23,lights on,0,lights on,0,29,lights on,46,lights off
0,0,lights on,0,lights on,0,8,lights on,76,lights off
0,7,lights on,0,lights on,0,18,lights on,58,lights off
0,3,lights on,0,lights on,0,0,lights on,66,lights off
0,0,lights on,0,lights on,0,0,lights on,71,lights off
0,0,lights on,0,lights on,0,0,lights on,79,lights off
0,0,lights on,0,lights on,0,0,lights on,53,lights off
0,0,lights on,0,lights on,0,0,lights on,76,lights off
0,0,lights on,0,lights on,0,0,lights on,76,lights off
0,20,lights on,0,lights on,0,0,lights on,88,lights off
0,63,lights on,0,lights on,0,0,lights on,71,lights off
0,29,lights on,0,lights on,0,0,lights on,42,lights off
0,35,lights on,0,lights on,0,0,lights on,55,lights off
0,43,lights on,0,lights on,0,0,lights on,75,lights off
0,2,lights on,0,lights on,0,0,lights on,52,lights off
0,10,lights on,0,lights on,0,0,lights on,65,lights off
0,7,lights on,0,lights on,0,0,lights on,60,lights off
0,0,lights on,0,lights on,0,0,lights on,67,lights off
0,27,lights on,0,lights on,0,0,lights on,67,lights off
0,31,lights on,0,lights on,0,0,lights on,59,lights off
0,18,lights on,0,lights on,0,0,lights on,57,lights off
0,0,lights on,0,lights on,0,0,lights on,71,lights off
0,0,lights on,0,lights on,0,0,lights on,64,lights off
0,0,lights on,0,lights on,0,0,lights on,61,lights off
0,12,lights on,0,lights on,0,0,lights on,75,lights off
0,19,lights on,0,lights on,0,0,lights on,58,lights off
0,47,lights on,0,lights on,0,0,lights on,41,lights off
0,30,lights on,0,lights on,0,0,lights on,65,lights off
0,29,lights on,0,lights on,0,0,lights on,64,lights off
0,32,lights on,0,lights on,0,0,lights on,22,lights off
0,39,lights on,0,lights on,0,0,lights on,37,lights off
0,25,lights on,0,lights on,0,0,lights on,48,lights off
0,33,lights on,0,lights on,0,0,lights on,72,lights off
0,27,lights on,0,lights on,0,0,lights on,69,lights off
0,12,lights on,0,lights on,0,0,lights on,66,lights off
0,43,lights on,0,lights on,0,0,lights on,60,lights off
0,22,lights on,0,lights on,0,0,lights on,53,lights off
0,17,lights on,0,lights on,0,0,lights on,68,lights off
0,14,lights on,0,lights on,0,0,lights on,87,lights off
0,18,lights on,0,lights on,0,0,lights on,59,lights off
0,1,lights on,0,lights on,0,49,lights on,80,lights off
0,0,lights on,0,lights on,0,23,lights on,65,lights off
0,0,lights on,0,lights on,0,18,lights on,61,lights off
0,0,lights on,0,lights on,0,15,lights on,47,lights off
0,0,lights on,0,lights on,4,35,lights on,62,lights off
0,0,lights on,0,lights on,8,3,lights on,70,lights off
0,0,lights on,0,lights on,55,15,lights on,87,lights off
0,0,lights on,0,lights on,4,75,lights on,67,lights off
0,0,lights on,0,lights on,5,27,lights on,58,lights off
0,0,lights on,0,lights on,13,0,lights on,75,lights off
0,0,lights on,0,lights on,42,0,lights on,80,lights off
0,0,lights on,0,lights on,0,0,lights on,86,lights off
0,3,lights on,0,lights on,6,0,lights on,85,lights off
0,11,lights on,0,lights on,4,0,lights on,82,lights off
0,0,lights on,0,lights on,0,0,lights on,76,lights off
0,0,lights on,0,lights on,0,0,lights on,69,lights off
0,0,lights on,0,lights on,0,0,lights on,79,lights off
0,0,lights on,0,lights on,3,0,lights on,70,lights off
0,0,lights on,0,lights on,14,0,lights on,89,lights off
0,4,lights on,0,lights on,49,6,lights on,87,lights off
0,0,lights on,0,lights on,31,57,lights on,86,lights off
0,14,lights on,0,lights on,55,73,lights on,79,lights off
0,0,lights on,0,lights on,69,7,lights on,90,lights off
0,3,lights on,0,lights on,38,32,lights on,94,lights off
0,0,lights on,0,lights on,16,0,lights on,81,lights off
0,0,lights on,0,lights on,37,0,lights on,82,lights off
0,0,lights on,0,lights on,68,57,lights on,81,lights off
0,0,lights on,0,lights on,80,49,lights on,78,lights off
0,0,lights on,0,lights on,24,51,lights on,54,lights off
0,0,lights on,0,lights on,42,63,lights on,4,lights off
0,0,lights on,0,lights on,2,84,lights on,32,lights off
0,0,lights on,0,lights on,0,71,lights on,24,lights off
0,0,lights on,0,lights on,0,23,lights on,12,lights off
0,0,lights on,0,lights on,0,41,lights on,32,lights off
0,0,lights on,0,lights on,0,43,lights on,14,lights off
0,0,lights on,0,lights on,0,0,lights on,17,lights off
0,0,lights on,0,lights on,0,0,lights on,0,lights off
0,0,lights on,0,lights on,0,0,lights on,25,lights off
0,0,lights on,0,lights on,11,0,lights on,15,lights off
0,0,lights on,0,lights on,47,0,lights on,27,lights off
0,0,lights on,0,lights on,0,15,lights on,21,lights off
0,0,lights on,0,lights on,0,75,lights on,15,lights off
0,0,lights on,0,lights on,0,32,lights on,0,lights off
0,0,lights on,0,lights on,0,0,lights on,38,lights off
0,0,lights on,0,lights on,0,0,lights on,67,lights off
0,0,lights on,0,lights on,12,0,lights on,39,lights off
0,0,lights on,0,lights on,57,0,lights on,24,lights off
0,0,lights on,0,lights on,73,0,lights on,52,lights off
0,0,lights on,0,lights on,70,0,lights on,37,lights off
0,0,lights on,0,lights on,87,51,lights on,75,lights off
0,0,lights on,0,lights on,82,82,lights on,84,lights off
0,0,lights on,0,lights on,81,62,lights on,74,lights off
0,0,lights on,0,lights on,34,80,lights on,76,lights off
0,0,lights on,0,lights on,12,78,lights on,89,lights off
0,0,lights on,0,lights on,78,72,lights on,79,lights off
0,0,lights on,0,lights on,64,66,lights on,81,lights off
0,0,lights on,0,lights on,35,77,lights on,79,lights off
0,0,lights on,0,lights on,49,70,lights on,92,lights off
0,0,lights on,0,lights on,35,5,lights on,85,lights off
0,0,lights on,0,lights on,70,50,lights on,88,lights off
0,0,lights on,0,lights on,73,0,lights on,91,lights off
0,0,lights on,0,lights on,78,41,lights on,89,lights off
0,0,lights on,0,lights on,77,18,lights on,87,lights off
0,0,lights on,0,lights on,70,25,lights on,93,lights off
0,0,lights on,0,lights on,61,51,lights on,84,lights off
0,0,lights on,0,lights on,58,65,lights on,72,lights off
0,0,lights on,0,lights on,68,58,lights on,52,lights off
0,0,lights on,0,lights on,44,80,lights on,80,lights off
0,0,lights on,0,lights on,13,56,lights on,84,lights off
0,0,lights on,0,lights on,40,92,lights on,78,lights off
0,0,lights on,0,lights on,18,75,lights on,82,lights off
0,0,lights on,0,lights on,27,80,lights on,76,lights off
0,0,lights on,0,lights on,46,70,lights on,75,lights off
0,0,lights on,0,lights on,0,48,lights on,76,lights off
0,0,lights on,0,lights on,2,90,lights on,4,lights off
0,0,lights on,0,lights on,0,75,lights on,78,lights off
0,0,lights on,0,lights on,0,84,lights on,72,lights off
0,0,lights on,0,lights on,0,82,lights on,70,lights off
0,0,lights on,0,lights on,56,81,lights on,77,lights off
0,0,lights on,0,lights on,20,63,lights on,55,lights off
0,0,lights on,0,lights on,8,41,lights on,74,lights off
0,0,lights on,0,lights on,64,69,lights on,82,lights off
0,0,lights on,0,lights on,81,62,lights on,66,lights off
0,0,lights on,0,lights on,65,84,lights on,79,lights off
0,0,lights on,0,lights on,17,84,lights on,64,lights off
0,0,lights on,0,lights on,47,75,lights on,79,lights off
0,0,lights on,0,lights on,73,80,lights on,93,lights off
0,0,lights on,0,lights on,64,81,lights on,75,lights off
0,0,lights on,0,lights on,61,89,lights on,76,lights off
0,0,lights on,0,lights on,74,54,lights on,76,lights off
0,0,lights on,0,lights on,69,82,lights on,75,lights off
0,0,lights on,0,lights on,38,87,lights on,57,lights off
0,0,lights on,0,lights on,0,80,lights on,65,lights off
0,0,lights on,0,lights on,4,92,lights on,79,lights off
0,0,lights on,0,lights on,0,82,lights on,75,lights off
0,0,lights on,0,lights on,0,30,lights on,78,lights off
0,0,lights on,0,lights on,0,63,lights on,75,lights off
0,0,lights on,0,lights on,0,47,lights on,84,lights off
0,0,lights on,0,lights on,0,41,lights on,71,lights off
0,0,lights on,0,lights on,0,14,lights on,67,lights off
0,0,lights on,0,lights on,0,0,lights on,90,lights off
0,0,lights on,0,lights on,0,9,lights on,86,lights off
0,0,lights on,0,lights on,0,22,lights on,84,lights off
0,0,lights on,0,lights on,0,65,lights on,80,lights off
0,0,lights on,0,lights on,0,84,lights on,79,lights off
0,0,lights on,0,lights on,0,61,lights on,86,lights off
0,0,lights on,0,lights on,0,53,lights on,88,lights off
0,0,lights on,0,lights on,0,80,lights on,78,lights off
0,0,lights on,0,lights on,0,1,lights on,86,lights off
0,0,lights on,0,lights on,2,66,lights on,77,lights off
0,0,lights on,0,lights on,42,77,lights on,68,lights off
0,0,lights on,0,lights on,63,78,lights on,72,lights off
0,0,lights on,0,lights on,50,70,lights on,69,lights off
0,0,lights on,0,lights on,67,68,lights on,75,lights off
0,0,lights on,0,lights on,77,10,lights on,28,lights off
0,0,lights on,0,lights on,41,10,lights on,49,lights off
0,0,lights on,0,lights on,47,0,lights on,79,lights off
0,0,lights on,0,lights on,0,0,lights on,85,lights off
0,0,lights on,0,lights on,0,3,lights on,83,lights off
0,0,lights on,0,lights on,11,71,lights on,74,lights off
0,0,lights on,0,lights on,0,15,lights on,87,lights off
0,0,lights on,0,lights on,1,55,lights on,81,lights off
0,0,lights on,0,lights on,64,59,lights on,88,lights off
0,0,lights on,0,lights on,0,62,lights on,93,lights off
0,0,lights on,0,lights on,0,71,lights on,84,lights off
0,0,lights on,0,lights on,0,75,lights on,86,lights off
0,0,lights on,0,lights on,0,59,lights on,91,lights off
0,0,lights on,0,lights on,0,56,lights on,98,lights off
0,0,lights on,0,lights on,0,11,lights on,87,lights off
0,0,lights on,0,lights on,0,71,lights on,80,lights off
0,0,lights on,0,lights on,0,71,lights on,83,lights off
0,0,lights on,0,lights on,0,54,lights on,80,lights off
0,1,lights on,0,lights on,0,81,lights on,86,lights off
0,0,lights on,0,lights on,0,64,lights on,92,lights off
0,0,lights on,0,lights on,0,58,lights on,53,lights off
0,0,lights on,0,lights on,0,62,lights on,63,lights off
0,0,lights on,0,lights on,0,76,lights on,57,lights off
0,0,lights on,0,lights on,0,84,lights on,47,lights off
0,0,lights on,0,lights on,0,74,lights on,0,lights off
0,0,lights on,0,lights on,0,70,lights on,0,lights off
0,0,lights on,0,lights on,0,82,lights on,3,lights off
0,0,lights on,0,lights on,0,60,lights on,84,lights off
0,0,lights on,0,lights on,0,82,lights on,76,lights off
0,0,lights on,0,lights on,0,56,lights on,95,lights off
0,0,lights on,0,lights on,0,59,lights on,89,lights off
0,0,lights on,0,lights on,0,83,lights on,89,lights off
0,0,lights on,0,lights on,0,65,lights on,84,lights off
0,0,lights on,0,lights on,30,24,lights on,88,lights off
0,0,lights on,0,lights on,21,24,lights on,88,lights off
0,0,lights on,0,lights on,79,14,lights on,89,lights off
0,0,lights on,0,lights on,76,72,lights on,92,lights off
0,0,lights on,0,lights on,0,88,lights on,89,lights off
0,0,lights on,0,lights on,0,70,lights on,86,lights off
0,0,lights on,0,lights on,0,48,lights on,87,lights off
0,0,lights on,0,lights on,0,29,lights on,90,lights off
0,0,lights on,0,lights on,0,79,lights on,93,lights off
0,0,lights on,0,lights on,0,44,lights on,88,lights off
0,0,lights on,0,lights on,0,52,lights on,73,lights off
0,0,lights on,0,lights on,19,14,lights on,83,lights off
0,0,lights on,0,lights on,12,0,lights on,85,lights off
0,0,lights on,0,lights on,23,0,lights on,79,lights off
0,0,lights on,0,lights on,0,7,lights on,79,lights off
0,0,lights on,0,lights on,28,39,lights on,51,lights off
0,0,lights on,0,lights on,13,0,lights on,74,lights off
0,0,lights on,0,lights on,20,0,lights on,69,lights off
0,0,lights on,0,lights on,30,0,lights on,51,lights off
0,0,lights on,0,lights on,35,0,lights on,61,lights off
0,0,lights on,0,lights on,0,0,lights on,59,lights off
0,0,lights on,0,lights on,0,0,lights on,47,lights off
0,0,lights on,0,lights on,0,0,lights on,64,lights off
0,0,lights on,0,lights on,0,0,lights on,69,lights off
0,0,lights on,0,lights on,0,0,lights on,52,lights off
0,0,lights on,0,lights on,0,13,lights on,70,lights off
0,0,lights on,0,lights on,4,13,lights on,60,lights off
0,0,lights on,0,lights on,0,0,lights on,58,lights off
0,0,lights on,0,lights on,0,2,lights on,59,lights off
0,0,lights on,0,lights on,0,0,lights on,74,lights off
0,0,lights on,0,lights on,32,0,lights on,63,lights off
0,0,lights on,0,lights on,83,0,lights on,66,lights off
0,0,lights on,0,lights on,58,0,lights on,48,lights off
0,0,lights on,0,lights on,10,0,lights on,78,lights off
0,0,lights on,0,lights on,8,0,lights on,70,lights off
0,0,lights on,0,lights on,59,0,lights on,76,lights off
0,0,lights on,0,lights on,68,0,lights on,83,lights off
0,0,lights on,0,lights on,21,0,lights on,79,lights off
0,0,lights on,0,lights on,49,0,lights on,71,lights off
0,0,lights on,0,lights on,72,36,lights on,66,lights off
0,0,lights on,0,lights on,43,61,lights on,76,lights off
0,0,lights on,0,lights on,69,80,lights on,86,lights off
0,0,lights on,0,lights on,27,46,lights on,95,lights off
0,0,lights on,0,lights on,35,0,lights on,86,lights off
0,0,lights on,0,lights on,42,0,lights on,79,lights off
0,0,lights on,0,lights on,33,0,lights on,89,lights off
0,0,lights on,0,lights on,9,0,lights on,76,lights off
0,0,lights on,0,lights on,4,0,lights on,91,lights off
0,0,lights on,0,lights on,46,43,lights on,83,lights off
0,0,lights on,0,lights on,37,49,lights on,65,lights off
0,0,lights on,0,lights on,40,16,lights on,66,lights off
0,0,lights on,0,lights on,28,77,lights on,66,lights off
0,0,lights on,0,lights on,28,42,lights on,50,lights off
0,0,lights on,0,lights on,10,63,lights on,56,lights off
0,0,lights on,0,lights on,0,12,lights on,79,lights off
0,0,lights on,0,lights on,12,45,lights on,64,lights off
0,0,lights on,0,lights on,7,6,lights on,78,lights off
13,0,lights on,0,lights on,43,0,lights on,85,lights off
0,0,lights on,0,lights on,21,0,lights on,85,lights off
0,0,lights on,0,lights on,8,0,lights on,85,lights off
0,0,lights on,0,lights on,34,6,lights on,91,lights off
0,0,lights on,0,lights on,76,0,lights on,88,lights off
0,0,lights on,0,lights on,69,2,lights on,87,lights off
0,0,lights on,0,lights on,13,82,lights on,85,lights off
0,0,lights on,0,lights on,50,50,lights on,91,lights off
0,0,lights on,0,lights on,17,75,lights on,88,lights off
0,0,lights on,0,lights on,12,70,lights on,88,lights off
0,0,lights on,0,lights on,73,36,lights on,88,lights off
0,0,lights on,0,lights on,75,16,lights on,90,lights off
0,0,lights on,0,lights on,18,17,lights on,83,lights off
0,0,lights on,0,lights on,4,78,lights on,51,lights off
0,0,lights on,0,lights on,48,14,lights on,39,lights off
0,0,lights on,0,lights on,64,23,lights on,66,lights off
0,0,lights on,0,lights on,12,0,lights on,83,lights off
0,0,lights on,0,lights on,63,0,lights on,88,lights off
0,0,lights on,0,lights on,75,9,lights on,83,lights off
0,0,lights on,0,lights on,11,0,lights on,83,lights off
0,0,lights on,0,lights on,0,0,lights on,87,lights off
0,0,lights on,0,lights on,0,0,lights on,83,lights off
0,0,lights on,0,lights on,0,0,lights on,95,lights off
0,0,lights on,0,lights on,35,0,lights on,93,lights off
0,0,lights on,0,lights on,12,0,lights on,85,lights off
0,0,lights on,0,lights on,7,0,lights on,84,lights off
0,0,lights on,0,lights on,0,0,lights on,91,lights off
0,0,lights on,0,lights on,5,0,lights on,87,lights off
0,0,lights on,0,lights on,12,0,lights on,91,lights off
0,0,lights on,0,lights on,5,0,lights on,89,lights off
0,0,lights on,0,lights on,0,0,lights on,85,lights off
0,0,lights on,0,lights on,0,0,lights on,90,lights off
0,0,lights on,0,lights on,0,0,lights on,91,lights off
0,0,lights on,0,lights on,0,0,lights on,77,lights off
0,0,lights on,0,lights on,28,0,lights on,61,lights off
0,0,lights on,0,lights on,24,0,lights on,27,lights off
0,0,lights on,0,lights on,17,0,lights on,48,lights off
0,0,lights on,0,lights on,26,0,lights on,33,lights off
0,0,lights on,0,lights on,19,0,lights on,22,lights off
0,0,lights on,0,lights on,9,0,lights on,12,lights off
0,0,lights on,0,lights on,55,0,lights on,0,lights off
0,0,lights on,0,lights on,44,0,lights on,0,lights off
0,0,lights on,0,lights on,55,0,lights on,0,lights off
0,0,lights on,0,lights on,35,0,lights on,0,lights off
0,0,lights on,0,lights on,43,0,lights on,0,lights off
0,0,lights on,0,lights on,62,0,lights on,0,lights off
0,0,lights on,0,lights on,71,0,lights on,0,lights off
0,0,lights on,0,lights on,74,0,lights on,0,lights off
0,0,lights on,0,lights on,41,0,lights on,0,lights off
0,0,lights on,0,lights on,35,0,lights on,0,lights off
0,0,lights on,0,lights on,55,0,lights on,0,lights off
0,0,lights on,0,lights on,45,0,lights on,0,lights off
0,0,lights on,0,lights on,42,0,lights on,0,lights off
0,0,lights on,0,lights on,33,0,lights on,0,lights off
0,0,lights on,0,lights on,41,0,lights on,0,lights off
0,0,lights on,0,lights on,41,0,lights on,14,lights off
0,0,lights on,0,lights on,56,0,lights on,43,lights off
0,0,lights on,0,lights on,82,0,lights on,44,lights off
0,0,lights on,0,lights on,74,0,lights on,53,lights off
0,0,lights on,0,lights on,59,0,lights on,55,lights off
0,0,lights on,0,lights on,38,0,lights on,69,lights off
0,0,lights on,0,lights on,49,0,lights on,33,lights off
0,0,lights on,0,lights on,59,0,lights on,0,lights off
0,0,lights on,0,lights on,51,0,lights on,46,lights off
0,0,lights on,0,lights on,24,0,lights on,52,lights off
0,0,lights on,0,lights on,72,0,lights on,28,lights off
0,0,lights on,0,lights on,87,0,lights on,44,lights off
0,0,lights on,0,lights on,73,0,lights on,53,lights off
0,0,lights on,2,lights on,57,0,lights on,74,lights off
0,0,lights on,40,lights on,37,0,lights on,71,lights off
0,0,lights on,4,lights on,50,0,lights on,88,lights off
0,0,lights on,0,lights on,32,0,lights on,78,lights off
0,0,lights on,0,lights on,0,0,lights on,50,lights off
0,0,lights on,0,lights on,2,0,lights on,45,lights off
0,0,lights on,0,lights on,0,0,lights on,62,lights off
0,0,lights on,0,lights on,12,0,lights on,65,lights off
0,0,lights on,0,lights on,0,0,lights on,59,lights off
0,0,lights on,0,lights on,4,0,lights on,68,lights off
0,0,lights on,0,lights on,10,0,lights on,54,lights off
0,0,lights on,0,lights on,23,0,lights on,52,lights off
0,0,lights on,0,lights on,31,0,lights on,72,lights off
0,0,lights on,0,lights on,71,0,lights on,62,lights off
0,0,lights on,0,lights on,60,0,lights on,74,lights off
0,0,lights on,0,lights on,75,0,lights on,69,lights off
0,0,lights on,0,lights on,83,0,lights on,63,lights off
0,0,lights on,0,lights on,67,0,lights on,73,lights off
0,0,lights on,0,lights on,77,0,lights on,68,lights off
0,0,lights on,0,lights on,81,0,lights on,44,lights off
0,0,lights on,0,lights on,2,0,lights on,84,lights off
0,0,lights on,0,lights on,5,0,lights on,78,lights off
0,0,lights on,0,lights on,50,0,lights on,86,lights off
0,0,lights on,0,lights on,33,0,lights on,91,lights off
0,0,lights on,0,lights on,15,0,lights on,86,lights off
0,0,lights on,0,lights on,16,0,lights on,85,lights off
0,0,lights on,0,lights on,22,0,lights on,72,lights off
0,0,lights on,0,lights on,0,0,lights on,77,lights off
0,0,lights on,0,lights on,0,0,lights on,77,lights off
0,0,lights on,0,lights on,13,0,lights on,78,lights off
0,0,lights on,0,lights on,32,0,lights on,71,lights off
0,0,lights on,0,lights on,68,0,lights on,83,lights off
0,0,lights on,0,lights on,74,0,lights on,89,lights off
0,0,lights on,0,lights on,75,0,lights on,82,lights off
0,0,lights on,0,lights on,86,0,lights on,80,lights off
0,0,lights on,0,lights on,82,0,lights on,81,lights off
0,0,lights on,0,lights on,87,0,lights on,55,lights off
0,0,lights on,0,lights on,79,0,lights on,83,lights off
0,0,lights on,0,lights on,67,0,lights on,86,lights off
0,0,lights on,0,lights on,0,0,lights on,79,lights off
0,0,lights on,0,lights on,0,0,lights on,79,lights off
0,0,lights on,0,lights on,16,0,lights on,90,lights off
0,0,lights on,0,lights on,56,0,lights on,77,lights off
0,0,lights on,0,lights on,33,0,lights on,84,lights off
0,0,lights on,0,lights on,34,0,lights on,62,lights off
0,0,lights on,0,lights on,40,0,lights on,76,lights off
0,0,lights on,0,lights on,73,0,lights on,85,lights off
0,0,lights on,0,lights on,84,0,lights on,80,lights off
0,0,lights on,0,lights on,79,0,lights on,79,lights off
0,0,lights on,0,lights on,83,0,lights on,80,lights off
0,0,lights on,0,lights on,91,0,lights on,91,lights off
0,0,lights on,0,lights on,90,0,lights on,79,lights off
0,0,lights on,0,lights on,85,0,lights on,79,lights off
0,0,lights on,0,lights on,85,0,lights on,69,lights off
0,0,lights on,0,lights on,91,0,lights on,69,lights off
0,0,lights on,0,lights on,90,0,lights on,72,lights off
0,0,lights on,0,lights on,80,0,lights on,75,lights off
0,0,lights on,0,lights on,77,0,lights on,82,lights off
0,0,lights on,0,lights on,83,0,lights on,66,lights off
0,0,lights on,0,lights on,83,0,lights on,63,lights off
0,0,lights on,0,lights on,85,0,lights on,11,lights off
0,0,lights on,0,lights on,90,0,lights on,0,lights off
0,0,lights on,0,lights on,84,0,lights on,0,lights off
0,0,lights on,0,lights on,86,0,lights on,4,lights off
0,0,lights on,0,lights on,83,0,lights on,36,lights off
0,0,lights on,0,lights on,77,0,lights on,23,lights off
0,12,lights on,0,lights on,84,0,lights on,18,lights off
0,0,lights on,0,lights on,78,0,lights on,35,lights off
0,0,lights on,0,lights on,74,0,lights on,0,lights off
5,0,lights on,0,lights on,84,0,lights on,0,lights off
0,0,lights on,0,lights on,53,0,lights on,0,lights off
0,0,lights on,0,lights on,53,0,lights on,15,lights off
0,0,lights on,0,lights on,51,0,lights on,51,lights off
0,0,lights on,0,lights on,44,0,lights on,9,lights off
0,0,lights on,0,lights on,71,0,lights on,0,lights off
0,0,lights on,0,lights on,78,0,lights on,0,lights off
0,0,lights on,0,lights on,72,0,lights on,22,lights off
0,0,lights on,0,lights on,75,0,lights on,74,lights off
0,0,lights on,0,lights on,68,0,lights on,52,lights off
0,0,lights on,0,lights on,79,0,lights on,31,lights off
0,0,lights on,0,lights on,89,0,lights on,73,lights off
0,0,lights on,0,lights on,85,0,lights on,87,lights off
0,0,lights on,0,lights on,81,0,lights on,70,lights off
0,0,lights on,0,lights on,77,0,lights on,71,lights off
0,0,lights on,0,lights on,80,0,lights on,72,lights off
0,0,lights on,0,lights on,80,0,lights on,58,lights off
0,0,lights on,0,lights on,78,0,lights on,75,lights off
0,0,lights on,0,lights on,87,0,lights on,70,lights off
0,0,lights on,0,lights on,82,0,lights on,75,lights off
0,0,lights on,0,lights on,66,0,lights on,73,lights off
0,0,lights on,0,lights on,46,0,lights on,60,lights off
0,0,lights on,0,lights on,23,0,lights on,47,lights off
0,0,lights on,0,lights on,13,0,lights on,65,lights off
0,0,lights on,0,lights on,35,0,lights on,54,lights off
0,0,lights on,0,lights on,34,0,lights on,70,lights off
0,0,lights on,0,lights on,30,0,lights on,69,lights off
0,0,lights on,0,lights on,59,0,lights on,66,lights off
0,0,lights on,0,lights on,86,0,lights on,73,lights off
0,0,lights on,0,lights on,76,0,lights on,74,lights off
0,0,lights on,0,lights on,27,0,lights on,66,lights off
0,0,lights on,0,lights on,31,0,lights on,81,lights off
0,0,lights on,0,lights on,31,0,lights on,77,lights off
0,0,lights on,0,lights on,72,0,lights on,62,lights off
0,0,lights on,0,lights on,68,0,lights on,57,lights off
0,0,lights on,0,lights on,33,0,lights on,71,lights off
0,0,lights on,0,lights on,38,0,lights on,18,lights off
0,0,lights on,0,lights on,28,0,lights on,36,lights off
0,0,lights on,0,lights on,50,0,lights on,12,lights off
0,0,lights on,0,lights on,42,0,lights on,3,lights off
0,0,lights on,0,lights on,41,0,lights on,50,lights off
0,0,lights on,0,lights on,23,0,lights on,52,lights off
0,0,lights on,0,lights on,23,0,lights on,64,lights off
0,0,lights on,0,lights on,0,0,lights on,60,lights off
0,0,lights on,0,lights on,22,0,lights on,26,lights off
0,0,lights on,0,lights on,20,0,lights on,16,lights off
0,0,lights on,0,lights on,33,0,lights on,56,lights off
0,0,lights on,0,lights on,32,0,lights on,58,lights off
0,0,lights on,0,lights on,15,0,lights on,85,lights off
0,0,lights on,0,lights on,5,0,lights on,86,lights off
0,0,lights on,0,lights on,0,0,lights on,74,lights off
0,0,lights on,0,lights on,25,0,lights on,82,lights off
0,0,lights on,0,lights on,0,0,lights on,84,lights off
0,0,lights on,0,lights on,0,0,lights on,91,lights off
0,0,lights on,0,lights on,18,0,lights on,88,lights off
0,0,lights on,0,lights on,8,0,lights on,82,lights off
0,0,lights on,0,lights on,4,0,lights on,73,lights off
0,0,lights on,0,lights on,14,0,lights on,64,lights off
0,0,lights on,0,lights on,17,0,lights on,56,lights off
0,0,lights on,0,lights on,0,0,lights on,68,lights off
0,0,lights on,0,lights on,5,0,lights on,63,lights off
0,0,lights on,0,lights on,18,0,lights on,82,lights off
0,0,lights on,0,lights on,16,0,lights on,85,lights off
0,0,lights on,0,lights on,3,0,lights on,90,lights off
0,0,lights on,0,lights on,18,0,lights on,87,lights off
0,0,lights on,0,lights on,0,0,lights on,84,lights off
0,0,lights on,0,lights on,0,0,lights on,89,lights off
0,0,lights on,0,lights on,0,0,lights on,93,lights off
0,0,lights on,0,lights on,0,0,lights on,82,lights off
0,0,lights on,0,lights on,0,28,lights on,81,lights off
0,0,lights on,0,lights on,0,0,lights on,74,lights off
0,0,lights on,0,lights on,0,0,lights on,85,lights off
0,0,lights on,0,lights on,0,0,lights on,91,lights off
0,0,lights on,0,lights on,49,0,lights on,92,lights off
0,0,lights on,0,lights on,81,0,lights on,89,lights off
0,0,lights on,0,lights on,69,0,lights on,87,lights off
0,0,lights on,0,lights on,62,0,lights on,93,lights off
0,0,lights on,0,lights on,76,0,lights on,86,lights off
0,0,lights on,0,lights on,79,0,lights on,88,lights off
0,0,lights on,0,lights on,84,0,lights on,87,lights off
0,0,lights on,0,lights on,82,0,lights on,84,lights off
0,0,lights on,0,lights on,75,0,lights on,84,lights off
0,0,lights on,0,lights on,34,0,lights on,87,lights off
0,0,lights on,0,lights on,4,0,lights on,77,lights off
0,0,lights on,0,lights on,11,0,lights on,89,lights off
0,0,lights on,0,lights on,20,0,lights on,90,lights off
0,0,lights on,0,lights on,38,0,lights on,71,lights off
0,0,lights on,0,lights on,19,0,lights on,78,lights off
0,0,lights on,0,lights on,59,0,lights on,84,lights off
0,0,lights on,0,lights on,64,0,lights on,79,lights off
0,0,lights on,0,lights on,47,0,lights on,56,lights off
0,0,lights on,0,lights on,45,0,lights on,53,lights off
0,0,lights on,0,lights on,32,0,lights on,46,lights off
0,0,lights on,0,lights on,48,0,lights on,36,lights off
0,0,lights on,0,lights on,15,0,lights on,87,lights off
0,0,lights on,0,lights on,28,36,lights on,75,lights off
0,0,lights on,0,lights on,17,44,lights on,77,lights off
0,0,lights on,0,lights on,3,39,lights on,78,lights off
0,0,lights on,0,lights on,31,75,lights on,68,lights off
0,0,lights on,0,lights on,15,89,lights on,36,lights off
0,0,lights on,0,lights on,17,58,lights on,41,lights off
0,0,lights on,0,lights on,0,0,lights on,80,lights off
0,0,lights on,0,lights on,0,9,lights on,53,lights off
0,0,lights on,0,lights on,7,29,lights on,81,lights off
0,0,lights on,0,lights on,17,69,lights on,64,lights off
0,0,lights on,0,lights on,50,28,lights on,79,lights off
0,0,lights on,0,lights on,85,8,lights on,84,lights off
0,0,lights on,0,lights on,55,17,lights on,85,lights off
0,0,lights on,0,lights on,50,8,lights on,80,lights off
0,0,lights on,0,lights on,60,7,lights on,89,lights off
0,0,lights on,0,lights on,81,0,lights on,82,lights off
0,0,lights on,0,lights on,70,24,lights on,87,lights off
0,0,lights on,0,lights on,36,53,lights on,71,lights off
